scenario,n_port,lam_nm,eta_atm,eta_tel,eta_fore,eta_inj,eta_internal,qe,eta_sys
19-port,19,801.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,802.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,803.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,804.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,805.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,806.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,807.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,808.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,809.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,810.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,811.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,812.0,0.85,0.81,0.8,0.6,0.5891897619697719,0.9,0.17524388928219323
19-port,19,813.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,814.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,815.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,816.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,817.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,818.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,819.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,820.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,821.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,822.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,823.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,824.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,825.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,826.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,827.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,828.0,0.85,0.81,0.8,0.6,0.6215883829619038,0.9,0.18488027592112502
19-port,19,829.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,830.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,831.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,832.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,833.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,834.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,835.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,836.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,837.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,838.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,839.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,840.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,841.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,842.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,843.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,844.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,845.0,0.85,0.81,0.8,0.6,0.6567400622799298,0.9,0.1953355102040441
19-port,19,846.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,847.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,848.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,849.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,850.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,851.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,852.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,853.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,854.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,855.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,856.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,857.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,858.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,859.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,860.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,861.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,862.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,863.0,0.85,0.81,0.8,0.6,0.6949916040526434,0.9,0.20671274277658586
19-port,19,864.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,865.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,866.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,867.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,868.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,869.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,870.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,871.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,872.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,873.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,874.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,875.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,876.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,877.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,878.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,879.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,880.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,881.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,882.0,0.85,0.81,0.8,0.6,0.7367501705408698,0.9,0.219133076724312
19-port,19,883.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,884.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,885.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,886.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,887.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,888.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,889.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,890.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,891.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,892.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,893.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,894.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,895.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,896.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,897.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,898.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,899.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,900.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,901.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,902.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,903.0,0.85,0.81,0.8,0.6,0.7824970006329893,0.9,0.23273964789227133
19-port,19,904.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,905.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,906.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,907.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,908.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,909.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,910.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,911.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,912.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,913.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,914.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,915.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,916.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,917.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,918.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,919.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,920.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,921.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,922.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,923.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,924.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,925.0,0.85,0.81,0.8,0.6,0.832805047922922,0.9,0.24770287101381058
19-port,19,926.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,927.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,928.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,929.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,930.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,931.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,932.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,933.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,934.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,935.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,936.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,937.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,938.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,939.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,940.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,941.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,942.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,943.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,944.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,945.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,946.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,947.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,948.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,949.0,0.85,0.81,0.8,0.6,0.888361910224633,0.9,0.26422725968193306
19-port,19,950.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,951.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,952.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,953.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,954.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,955.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,956.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,957.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,958.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,959.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,960.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,961.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,962.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,963.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,964.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,965.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,966.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,967.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,968.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,969.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,970.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,971.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,972.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,973.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,974.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,975.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,976.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,977.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,978.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,979.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,980.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,981.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,982.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,983.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,984.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,985.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,986.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,987.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,988.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,989.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,990.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,991.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,992.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,993.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,994.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,995.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,996.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,997.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,998.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,999.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1000.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1001.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1002.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1003.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1004.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1005.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1006.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1007.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1008.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1009.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1010.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1011.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1012.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1013.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1014.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1015.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1016.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1017.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1018.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1019.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1020.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1021.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1022.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1023.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1024.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1025.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1026.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1027.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1028.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1029.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1030.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1031.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1032.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1033.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1034.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1035.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1036.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1037.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1038.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1039.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1040.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1041.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1042.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1043.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1044.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1045.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1046.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1047.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1048.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1049.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1050.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1051.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1052.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1053.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1054.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1055.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1056.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1057.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1058.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1059.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1060.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1061.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1062.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1063.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1064.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1065.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1066.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1067.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1068.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1069.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1070.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1071.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1072.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1073.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1074.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1075.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1076.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1077.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1078.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1079.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1080.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1081.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1082.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1083.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1084.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1085.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1086.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1087.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1088.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1089.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1090.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1091.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1092.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1093.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1094.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1095.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1096.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1097.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1098.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1099.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
19-port,19,1100.0,0.85,0.81,0.8,0.6,0.95,0.9,0.28256040000000004
